IoU,Predicted,Ground_Truth,Char_Accuracy,CER,WER,Full_Plate_Match
0.9143932267168391,ixv 8904,AXV8804,0.125,0.7142857142857143,2.0
0.9,Lxv 8804,AXV8804,0.125,0.5714285714285714,2.0
0.8320950965824666,ixv 8804,AXV8804,0.125,0.5714285714285714,2.0
0.9,ixv BBDA,AXV8804,0.0,1.1428571428571428,2.0
0.9500772002058672,Axv BBOA,AXV8804,0.125,1.0,2.0
0.8930323846908734,ixV BBO4,AXV8804,0.125,0.8571428571428571,2.0
0.8775834658187599,ixv B804,AXV8804,0.0,0.7142857142857143,2.0
0.7907324364723468,AXv BBD4 _,AXV8804,0.2,1.0,3.0
0.9099330931549151,ixv BBDS,AXV8804,0.0,1.1428571428571428,2.0
0.7019790454016298,AxV8804 -,AXV8804,0.6666666666666666,0.42857142857142855,2.0
0.8608938547486034,AXvBBOSt,AXV8804,0.25,0.8571428571428571,1.0
0.8059299191374663,Axv BBOSS,AXV8804,0.1111111111111111,1.1428571428571428,2.0
0.8174474959612278,AxVBBOS,AXV8804,0.2857142857142857,0.7142857142857143,1.0
0.9198606271777003,AxY Be0st,AXV8804,0.1111111111111111,1.0,2.0
0.8601841196777905,AxV 8804,AXV8804,0.375,0.2857142857142857,2.0
0.8227848101265823,Axv 880S,AXV8804,0.25,0.5714285714285714,2.0
0.7781155015197568,AXV 8804,AXV8804,0.5,0.14285714285714285,2.0
0.8927911275415896,AXV B004,AXV8804,0.5,0.42857142857142855,2.0
0.9314736203759855,ixv 8804,AXV8804,0.125,0.5714285714285714,2.0
0.8961493582263711,Axv BBD4,AXV8804,0.125,0.8571428571428571,2.0
0.9178321678321678,Lxv 8804,AXV8804,0.125,0.5714285714285714,2.0
0.9097472924187726,Axy 88O4,AXV8804,0.25,0.5714285714285714,2.0
0.885072384715374,Axl8804,AXV8804,0.7142857142857143,0.2857142857142857,1.0
0.8539906789137365,Lv8804,AXV8804,0.14285714285714285,0.42857142857142855,1.0
0.9123013537374927,ixV8004,AXV8804,0.5714285714285714,0.42857142857142855,1.0
0.8790780612743851,Lxubos,AXV8804,0.0,1.0,1.0
0.9005046946184285,Lxl88O4,AXV8804,0.42857142857142855,0.5714285714285714,1.0
0.8966405342720902,LxMebos,AXV8804,0.0,1.0,1.0
0.8695629850792573,Lxv8804,AXV8804,0.5714285714285714,0.42857142857142855,1.0
0.7325616449689181,Lxv8804 ],AXV8804,0.4444444444444444,0.7142857142857143,2.0
0.6021505376344086,AVL 8477,AVL8477,0.5,0.14285714285714285,2.0
0.8507462686567164,WLB,AVL8477,0.0,0.8571428571428571,1.0
0.8,Wiu,AVL8477,0.0,1.0,1.0
0.8235294117647058,Wsu,AVL8477,0.0,1.0,1.0
0.8325991189427313,WL.847Z,AVL8477,0.42857142857142855,0.5714285714285714,1.0
0.8303571428571429,N5B4T7,AVL8477,0.14285714285714285,0.7142857142857143,1.0
0.7912087912087912,N84T7,AVL8477,0.0,0.5714285714285714,1.0
0.8382352941176471,WB,AVL8477,0.0,1.0,1.0
0.843956043956044,NLBZ,AVL8477,0.0,0.8571428571428571,1.0
0.7503448275862069,ALBZ,AVL8477,0.14285714285714285,0.7142857142857143,1.0
0.9381663113006397,WL84T7,AVL8477,0.14285714285714285,0.42857142857142855,1.0
0.825,Wu,AVL8477,0.0,1.0,1.0
0.9523809523809523,W 8477,AVL8477,0.14285714285714285,0.42857142857142855,2.0
0.8823529411764706,NB4T7,AVL8477,0.0,0.7142857142857143,1.0
